student_id,school_id,grade,gender,socioeconomic_band,device_access,internet_quality,enrollment_date,baseline_engagement_score,dropout_probability,dropped_out,dropout_day,dropout_date
STU02639,SCH041,7,Male,Middle,Shared phone,Poor,2025-08-03,0.592,0.397,False,,
STU02640,SCH042,8,Female,High,Tablet,Moderate,2025-08-05,0.902,0.071,False,,
STU02641,SCH043,6,Female,Middle,Own phone,Moderate,2025-08-05,0.888,0.078,False,,
STU02642,SCH081,10,Male,Middle,Own phone,Moderate,2025-08-11,0.807,0.119,True,37.0,2025-09-07
STU02643,SCH079,8,Male,Middle,Shared phone,Moderate,2025-08-19,0.588,0.309,False,,
STU02644,SCH027,9,Male,Middle,Tablet,Poor,2025-08-09,0.761,0.164,False,,
STU02645,SCH058,6,Female,Low,Tablet,Poor,2025-08-07,0.636,0.309,False,,
STU02646,SCH084,7,Male,High,Own phone,Poor,2025-08-12,0.874,0.125,True,83.0,2025-10-23
STU02647,SCH006,10,Non-binary,Low,Own phone,Good,2025-08-02,0.954,0.128,False,,
STU02648,SCH039,8,Female,Middle,Own phone,Moderate,2025-08-16,0.98,0.075,False,,
STU02649,SCH046,7,Female,Low,Own phone,Poor,2025-08-02,0.599,0.345,False,,
STU02650,SCH009,7,Female,Middle,Shared phone,Moderate,2025-08-08,0.643,0.259,False,,
STU02651,SCH096,7,Male,Middle,Tablet,Moderate,2025-08-21,0.897,0.098,False,,
STU02652,SCH020,10,Female,Middle,Shared phone,Moderate,2025-08-09,0.577,0.359,False,,
STU02653,SCH038,7,Male,Middle,Shared phone,Good,2025-08-16,0.599,0.279,True,42.0,2025-09-12
STU02654,SCH067,8,Female,Low,Shared phone,Moderate,2025-08-06,0.426,0.53,True,43.0,2025-09-13
STU02655,SCH074,10,Male,Low,Shared phone,Poor,2025-08-18,0.348,0.72,True,47.0,2025-09-17
STU02656,SCH029,9,Male,Low,Own phone,Moderate,2025-08-08,0.508,0.331,False,,
STU02657,SCH021,9,Male,Middle,Tablet,Poor,2025-08-05,0.585,0.266,False,,
STU02658,SCH058,7,Female,High,Own phone,Good,2025-08-02,0.98,0.06,False,,
STU02659,SCH037,12,Female,Low,Own phone,Good,2025-08-07,0.788,0.19,False,,
STU02660,SCH060,8,Male,Middle,Own phone,Moderate,2025-08-13,0.98,0.065,False,,
STU02661,SCH054,7,Female,Low,Own phone,Moderate,2025-08-02,0.604,0.244,False,,
STU02662,SCH053,12,Male,High,Laptop/Desktop,Moderate,2025-08-04,0.98,0.073,False,,
STU02663,SCH085,10,Female,High,Laptop/Desktop,Moderate,2025-08-08,0.98,0.077,False,,
STU02664,SCH020,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-16,0.904,0.083,False,,
STU02665,SCH060,11,Female,Low,Laptop/Desktop,Good,2025-08-13,0.872,0.152,False,,
STU02666,SCH019,6,Male,Middle,Laptop/Desktop,Good,2025-08-01,0.98,0.065,False,,
STU02667,SCH026,11,Male,High,Own phone,Moderate,2025-08-01,0.98,0.076,False,,
STU02668,SCH084,10,Female,Low,Own phone,Good,2025-08-02,0.922,0.123,False,,
STU02669,SCH077,8,Female,Middle,Tablet,Poor,2025-08-07,0.659,0.252,False,,
STU02670,SCH074,7,Female,High,Shared phone,Poor,2025-08-06,0.634,0.376,False,,
STU02671,SCH019,6,Male,Middle,Own phone,Poor,2025-08-03,0.697,0.213,True,49.0,2025-09-19
STU02672,SCH065,12,Male,Middle,Laptop/Desktop,Moderate,2025-08-10,0.859,0.103,False,,
STU02673,SCH061,7,Female,Middle,Own phone,Moderate,2025-08-13,0.776,0.135,False,,
STU02674,SCH061,7,Male,High,Shared phone,Good,2025-08-15,0.798,0.201,False,,
STU02675,SCH016,10,Male,Middle,Own phone,Moderate,2025-08-21,0.678,0.173,False,,
STU02676,SCH045,10,Male,High,Shared phone,Moderate,2025-08-15,0.567,0.328,False,,
STU02677,SCH081,7,Female,Middle,Own phone,Poor,2025-08-21,0.68,0.205,False,,
STU02678,SCH047,11,Male,Middle,Own phone,Poor,2025-08-21,0.647,0.268,False,,
STU02679,SCH027,9,Male,High,Own phone,Poor,2025-08-18,0.841,0.132,False,,
STU02680,SCH074,11,Female,Middle,Own phone,Poor,2025-08-08,0.436,0.45,True,47.0,2025-09-17
STU02681,SCH088,6,Female,Low,Shared phone,Moderate,2025-08-01,0.399,0.533,False,,
STU02682,SCH056,6,Female,Low,Own phone,Poor,2025-08-02,0.562,0.39,False,,
STU02683,SCH026,10,Female,Middle,Shared phone,Poor,2025-08-19,0.428,0.57,True,59.0,2025-09-29
STU02684,SCH075,7,Female,Middle,Own phone,Moderate,2025-08-19,0.925,0.074,False,,
STU02685,SCH050,9,Male,Low,Tablet,Good,2025-08-07,0.849,0.131,True,34.0,2025-09-04
STU02686,SCH018,6,Male,High,Shared phone,Poor,2025-08-16,0.725,0.32,True,52.0,2025-09-22
STU02687,SCH092,10,Female,High,Laptop/Desktop,Good,2025-08-10,0.98,0.08,True,39.0,2025-09-09
STU02688,SCH022,11,Female,High,Tablet,Moderate,2025-08-02,0.98,0.081,False,,
STU02689,SCH004,11,Male,Middle,Shared phone,Moderate,2025-08-14,0.578,0.399,True,48.0,2025-09-18
STU02690,SCH042,12,Male,High,Own phone,Good,2025-08-02,0.98,0.069,False,,
STU02691,SCH096,12,Female,High,Shared phone,Moderate,2025-08-03,0.423,0.518,True,46.0,2025-09-16
STU02692,SCH090,8,Male,Low,Shared phone,Good,2025-08-11,0.545,0.443,True,46.0,2025-09-16
STU02693,SCH050,8,Female,High,Laptop/Desktop,Poor,2025-08-02,0.98,0.097,False,,
STU02694,SCH088,11,Female,Middle,Tablet,Moderate,2025-08-08,0.593,0.232,True,45.0,2025-09-15
STU02695,SCH047,12,Male,High,Tablet,Moderate,2025-08-16,0.98,0.074,False,,
STU02696,SCH064,12,Male,Middle,Tablet,Good,2025-08-13,0.816,0.115,False,,
STU02697,SCH054,10,Female,Middle,Laptop/Desktop,Moderate,2025-08-02,0.926,0.09,False,,
STU02698,SCH064,7,Male,Low,Laptop/Desktop,Good,2025-08-05,0.98,0.083,False,,
STU02699,SCH071,12,Male,Low,Shared phone,Moderate,2025-08-21,0.436,0.599,False,,
STU02700,SCH079,12,Female,Low,Shared phone,Good,2025-08-21,0.611,0.43,False,,
STU02701,SCH063,10,Male,Middle,Own phone,Good,2025-08-20,0.98,0.088,False,,
STU02702,SCH090,11,Female,High,Own phone,Good,2025-08-11,0.98,0.089,False,,
STU02703,SCH034,9,Female,Low,Own phone,Moderate,2025-08-10,0.676,0.214,True,55.0,2025-09-25
STU02704,SCH091,12,Female,Low,Shared phone,Good,2025-08-16,0.683,0.344,True,37.0,2025-09-07
STU02705,SCH018,6,Female,Middle,Laptop/Desktop,Poor,2025-08-21,0.714,0.219,False,,
STU02706,SCH084,11,Female,Low,Shared phone,Good,2025-08-03,0.591,0.413,True,49.0,2025-09-19
STU02707,SCH075,6,Male,Low,Laptop/Desktop,Good,2025-08-19,0.834,0.136,False,,
STU02708,SCH069,8,Female,Low,Own phone,Moderate,2025-08-13,0.87,0.122,False,,
STU02709,SCH031,6,Male,Middle,Shared phone,Poor,2025-08-03,0.496,0.474,True,61.0,2025-10-01
STU02710,SCH046,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-19,0.712,0.137,False,,
STU02711,SCH086,7,Male,High,Own phone,Moderate,2025-08-01,0.958,0.069,True,61.0,2025-10-01
STU02712,SCH092,12,Male,Low,Tablet,Moderate,2025-08-01,0.684,0.247,False,,
STU02713,SCH088,9,Female,Low,Laptop/Desktop,Good,2025-08-08,0.882,0.123,True,72.0,2025-10-12
STU02714,SCH042,11,Male,Middle,Shared phone,Good,2025-08-12,0.746,0.214,False,,
STU02715,SCH074,7,Male,High,Shared phone,Good,2025-08-09,0.767,0.199,False,,
STU02716,SCH075,6,Female,Middle,Shared phone,Moderate,2025-08-06,0.966,0.109,False,,
STU02717,SCH071,10,Female,High,Shared phone,Good,2025-08-14,0.917,0.18,False,,
STU02718,SCH075,10,Male,Middle,Laptop/Desktop,Good,2025-08-11,0.98,0.078,False,,
STU02719,SCH091,9,Male,High,Laptop/Desktop,Good,2025-08-03,0.98,0.06,False,,
STU02720,SCH095,11,Female,Middle,Own phone,Moderate,2025-08-18,0.923,0.084,False,,
STU02721,SCH088,11,Male,Low,Tablet,Good,2025-08-07,0.852,0.161,False,,
STU02722,SCH084,9,Female,Low,Laptop/Desktop,Moderate,2025-08-15,0.964,0.09,False,,
STU02723,SCH017,12,Female,Middle,Shared phone,Poor,2025-08-08,0.464,0.515,True,53.0,2025-09-23
STU02724,SCH029,10,Male,High,Shared phone,Moderate,2025-08-16,0.718,0.272,True,55.0,2025-09-25
STU02725,SCH059,10,Non-binary,Middle,Laptop/Desktop,Good,2025-08-06,0.98,0.076,False,,
STU02726,SCH054,8,Female,Low,Tablet,Moderate,2025-08-05,0.712,0.186,False,,
STU02727,SCH054,6,Female,Low,Shared phone,Good,2025-08-02,0.655,0.323,False,,
STU02728,SCH046,7,Female,Middle,Own phone,Good,2025-08-18,0.88,0.085,True,56.0,2025-09-26
STU02729,SCH026,10,Male,High,Shared phone,Moderate,2025-08-16,0.635,0.301,True,28.0,2025-08-29
STU02730,SCH085,10,Female,Middle,Own phone,Poor,2025-08-13,0.341,0.506,False,,
STU02731,SCH050,8,Female,Middle,Tablet,Poor,2025-08-13,0.751,0.183,False,,
STU02732,SCH017,10,Female,Middle,Shared phone,Moderate,2025-08-02,0.693,0.244,True,56.0,2025-09-26
STU02733,SCH059,7,Male,High,Laptop/Desktop,Good,2025-08-09,0.98,0.062,False,,
STU02734,SCH059,7,Female,High,Own phone,Moderate,2025-08-19,0.849,0.092,False,,
STU02735,SCH066,12,Male,Low,Tablet,Poor,2025-08-07,0.569,0.411,True,57.0,2025-09-27
STU02736,SCH096,8,Female,Middle,Tablet,Poor,2025-08-02,0.654,0.273,False,,
STU02737,SCH014,7,Female,High,Own phone,Poor,2025-08-18,0.817,0.157,False,,
STU02738,SCH079,9,Female,High,Own phone,Moderate,2025-08-01,0.851,0.1,False,,
STU02739,SCH084,8,Female,Middle,Shared phone,Moderate,2025-08-15,0.673,0.229,False,,
STU02740,SCH016,10,Female,Low,Tablet,Poor,2025-08-18,0.402,0.54,False,,
STU02741,SCH081,12,Female,Middle,Tablet,Moderate,2025-08-16,0.746,0.141,False,,
STU02742,SCH056,9,Female,Middle,Own phone,Good,2025-08-01,0.872,0.093,False,,
STU02743,SCH006,9,Female,Low,Laptop/Desktop,Moderate,2025-08-19,0.805,0.16,False,,
STU02744,SCH036,8,Female,High,Laptop/Desktop,Poor,2025-08-02,0.709,0.204,True,49.0,2025-09-19
STU02745,SCH073,9,Female,Low,Shared phone,Moderate,2025-08-18,0.4,0.569,True,71.0,2025-10-11
STU02746,SCH098,8,Female,High,Shared phone,Good,2025-08-01,0.927,0.114,False,,
STU02747,SCH044,6,Female,Middle,Own phone,Poor,2025-08-11,0.807,0.163,True,37.0,2025-09-07
STU02748,SCH005,11,Male,Low,Shared phone,Poor,2025-08-19,0.241,0.72,False,,
STU02749,SCH017,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-06,0.98,0.056,False,,
STU02750,SCH051,9,Male,Middle,Tablet,Moderate,2025-08-01,0.838,0.087,False,,
STU02751,SCH006,6,Female,High,Shared phone,Good,2025-08-02,0.812,0.181,False,,
STU02752,SCH047,11,Non-binary,Middle,Own phone,Good,2025-08-08,0.872,0.101,False,,
STU02753,SCH045,7,Male,Low,Shared phone,Poor,2025-08-08,0.271,0.701,False,,
STU02754,SCH087,8,Female,High,Own phone,Good,2025-08-05,0.966,0.076,True,68.0,2025-10-08
STU02755,SCH064,11,Female,Middle,Shared phone,Moderate,2025-08-10,0.735,0.226,False,,
STU02756,SCH100,9,Male,Low,Laptop/Desktop,Moderate,2025-08-08,0.729,0.183,False,,
STU02757,SCH027,12,Male,High,Tablet,Moderate,2025-08-13,0.86,0.101,False,,
STU02758,SCH071,7,Male,Low,Laptop/Desktop,Moderate,2025-08-07,0.772,0.191,True,46.0,2025-09-16
STU02759,SCH090,10,Male,Low,Shared phone,Good,2025-08-07,0.476,0.553,False,,
STU02760,SCH051,12,Male,Middle,Own phone,Poor,2025-08-19,0.587,0.297,False,,
STU02761,SCH078,9,Male,Middle,Laptop/Desktop,Moderate,2025-08-17,0.945,0.073,False,,
STU02762,SCH090,10,Female,Middle,Own phone,Good,2025-08-17,0.684,0.2,False,,
STU02763,SCH097,8,Female,High,Own phone,Moderate,2025-08-08,0.902,0.072,False,,
STU02764,SCH063,10,Male,Low,Laptop/Desktop,Poor,2025-08-19,0.681,0.367,False,,
STU02765,SCH054,12,Female,High,Tablet,Poor,2025-08-08,0.732,0.225,False,,
STU02766,SCH023,10,Female,Low,Laptop/Desktop,Good,2025-08-16,0.948,0.126,False,,
STU02767,SCH074,12,Female,Low,Own phone,Good,2025-08-16,0.814,0.184,False,,
STU02768,SCH079,9,Female,Low,Own phone,Poor,2025-08-07,0.606,0.36,False,,
STU02769,SCH089,9,Female,Low,Own phone,Poor,2025-08-13,0.324,0.563,True,57.0,2025-09-27
STU02770,SCH099,8,Male,Middle,Own phone,Moderate,2025-08-04,0.834,0.101,False,,
STU02771,SCH052,10,Female,High,Shared phone,Good,2025-08-09,0.827,0.209,True,59.0,2025-09-29
STU02772,SCH010,11,Male,High,Laptop/Desktop,Poor,2025-08-12,0.925,0.132,False,,
STU02773,SCH006,10,Female,Middle,Own phone,Moderate,2025-08-14,0.791,0.145,False,,
STU02774,SCH028,7,Male,Low,Own phone,Moderate,2025-08-08,0.526,0.299,False,,
STU02775,SCH071,9,Male,High,Laptop/Desktop,Poor,2025-08-15,0.701,0.243,False,,
STU02776,SCH002,10,Male,Middle,Tablet,Moderate,2025-08-14,0.946,0.08,False,,
STU02777,SCH003,12,Female,Middle,Shared phone,Good,2025-08-19,0.513,0.42,False,,
STU02778,SCH051,7,Female,Middle,Own phone,Good,2025-08-01,0.98,0.057,False,,
STU02779,SCH087,6,Male,Low,Own phone,Moderate,2025-08-11,0.685,0.228,False,,
STU02780,SCH085,8,Male,Middle,Shared phone,Good,2025-08-15,0.552,0.314,True,64.0,2025-10-04
STU02781,SCH100,6,Female,High,Shared phone,Moderate,2025-08-09,0.705,0.223,False,,
STU02782,SCH018,12,Male,Low,Tablet,Good,2025-08-07,0.726,0.237,False,,
STU02783,SCH094,8,Male,Middle,Tablet,Good,2025-08-13,0.98,0.056,False,,
STU02784,SCH033,9,Female,High,Laptop/Desktop,Moderate,2025-08-10,0.98,0.067,False,,
STU02785,SCH059,7,Male,Middle,Own phone,Moderate,2025-08-10,0.944,0.069,False,,
STU02786,SCH043,8,Female,Middle,Own phone,Poor,2025-08-21,0.546,0.287,True,44.0,2025-09-14
STU02787,SCH033,12,Female,Middle,Shared phone,Moderate,2025-08-09,0.401,0.497,False,,
STU02788,SCH052,9,Male,Middle,Laptop/Desktop,Moderate,2025-08-05,0.808,0.115,False,,
STU02789,SCH100,6,Male,Middle,Laptop/Desktop,Moderate,2025-08-01,0.98,0.064,False,,
STU02790,SCH059,7,Male,Middle,Laptop/Desktop,Poor,2025-08-03,0.95,0.104,False,,
STU02791,SCH035,12,Male,Low,Own phone,Good,2025-08-12,0.913,0.137,True,41.0,2025-09-11
STU02792,SCH023,12,Non-binary,High,Shared phone,Good,2025-08-05,0.959,0.142,False,,
STU02793,SCH089,7,Female,High,Own phone,Poor,2025-08-03,0.686,0.217,False,,
STU02794,SCH063,9,Female,Middle,Own phone,Moderate,2025-08-08,0.87,0.099,False,,
STU02795,SCH017,6,Female,High,Own phone,Good,2025-08-06,0.98,0.056,False,,
STU02796,SCH005,9,Male,Middle,Shared phone,Moderate,2025-08-12,0.564,0.288,True,31.0,2025-09-01
STU02797,SCH091,6,Female,High,Shared phone,Good,2025-08-02,0.675,0.228,False,,
STU02798,SCH022,11,Male,Low,Own phone,Moderate,2025-08-21,0.658,0.266,False,,
STU02799,SCH045,12,Female,Low,Laptop/Desktop,Moderate,2025-08-20,0.647,0.242,False,,
STU02800,SCH025,7,Female,High,Tablet,Moderate,2025-08-19,0.911,0.08,False,,
STU02801,SCH064,9,Male,Middle,Tablet,Moderate,2025-08-04,0.834,0.089,False,,
STU02802,SCH088,6,Male,Middle,Shared phone,Moderate,2025-08-16,0.684,0.239,False,,
STU02803,SCH066,8,Female,Middle,Tablet,Good,2025-08-01,0.98,0.061,False,,
STU02804,SCH034,6,Male,Middle,Own phone,Moderate,2025-08-16,0.884,0.087,False,,
STU02805,SCH064,7,Male,Low,Shared phone,Moderate,2025-08-17,0.48,0.436,True,29.0,2025-08-30
STU02806,SCH059,12,Male,Middle,Own phone,Moderate,2025-08-06,0.578,0.23,False,,
STU02807,SCH005,6,Female,Middle,Shared phone,Moderate,2025-08-10,0.779,0.169,True,28.0,2025-08-29
STU02808,SCH088,11,Male,Low,Laptop/Desktop,Moderate,2025-08-20,0.768,0.201,False,,
STU02809,SCH066,6,Female,Low,Laptop/Desktop,Moderate,2025-08-05,0.79,0.148,False,,
STU02810,SCH047,9,Female,Middle,Own phone,Moderate,2025-08-12,0.98,0.06,False,,
STU02811,SCH058,9,Male,Middle,Own phone,Good,2025-08-07,0.818,0.097,False,,
STU02812,SCH088,12,Female,Middle,Own phone,Good,2025-08-04,0.795,0.136,False,,
STU02813,SCH071,7,Female,Middle,Shared phone,Moderate,2025-08-15,0.542,0.369,True,31.0,2025-09-01
STU02814,SCH077,7,Female,Middle,Tablet,Good,2025-08-20,0.963,0.075,False,,
STU02815,SCH041,10,Female,Low,Tablet,Good,2025-08-12,0.896,0.142,False,,
STU02816,SCH016,10,Male,Middle,Tablet,Poor,2025-08-11,0.763,0.202,False,,
STU02817,SCH044,10,Female,Low,Shared phone,Poor,2025-08-12,0.388,0.701,True,61.0,2025-10-01
STU02818,SCH085,6,Male,Middle,Own phone,Poor,2025-08-04,0.735,0.189,False,,
STU02819,SCH075,7,Male,Low,Shared phone,Moderate,2025-08-05,0.499,0.443,True,62.0,2025-10-02
STU02820,SCH062,11,Female,Middle,Shared phone,Moderate,2025-08-16,0.528,0.365,False,,
STU02821,SCH074,9,Male,Middle,Shared phone,Moderate,2025-08-13,0.614,0.289,False,,
STU02822,SCH091,9,Female,High,Shared phone,Moderate,2025-08-05,0.696,0.216,True,65.0,2025-10-05
STU02823,SCH011,8,Female,Middle,Own phone,Poor,2025-08-01,0.733,0.177,False,,
STU02824,SCH071,7,Female,High,Own phone,Moderate,2025-08-04,0.895,0.098,False,,
STU02825,SCH065,12,Female,Middle,Tablet,Poor,2025-08-11,0.628,0.276,False,,
STU02826,SCH091,10,Female,Low,Own phone,Moderate,2025-08-06,0.686,0.231,False,,
STU02827,SCH022,6,Female,Low,Shared phone,Moderate,2025-08-16,0.45,0.495,False,,
STU02828,SCH044,12,Male,Low,Laptop/Desktop,Poor,2025-08-13,0.711,0.325,False,,
STU02829,SCH035,9,Male,Low,Laptop/Desktop,Poor,2025-08-04,0.486,0.442,False,,
STU02830,SCH100,8,Male,Low,Shared phone,Good,2025-08-07,0.676,0.315,False,,
STU02831,SCH039,8,Male,Middle,Own phone,Moderate,2025-08-01,0.715,0.158,False,,
STU02832,SCH051,10,Male,Middle,Shared phone,Moderate,2025-08-01,0.743,0.219,False,,
STU02833,SCH066,8,Female,Middle,Laptop/Desktop,Good,2025-08-16,0.98,0.061,False,,
STU02834,SCH048,9,Male,Low,Own phone,Moderate,2025-08-09,0.704,0.181,False,,
STU02835,SCH069,10,Female,Middle,Shared phone,Poor,2025-08-19,0.646,0.401,False,,
STU02836,SCH098,7,Male,Low,Tablet,Moderate,2025-08-05,0.814,0.135,False,,
STU02837,SCH049,12,Male,Middle,Tablet,Poor,2025-08-07,0.841,0.155,False,,
STU02838,SCH044,8,Female,Middle,Shared phone,Good,2025-08-11,0.662,0.253,False,,
STU02839,SCH045,8,Male,Low,Own phone,Good,2025-08-06,0.896,0.103,False,,
STU02840,SCH050,10,Male,Low,Own phone,Moderate,2025-08-10,0.528,0.345,True,64.0,2025-10-04
STU02841,SCH069,9,Male,High,Shared phone,Moderate,2025-08-03,0.762,0.189,False,,
STU02842,SCH028,8,Female,Middle,Own phone,Good,2025-08-02,0.945,0.071,False,,
STU02843,SCH042,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-19,0.98,0.069,False,,
STU02844,SCH019,12,Male,Low,Tablet,Poor,2025-08-06,0.445,0.525,True,21.0,2025-08-22
STU02845,SCH071,11,Female,Low,Tablet,Good,2025-08-03,0.98,0.131,False,,
STU02846,SCH075,11,Male,Low,Tablet,Moderate,2025-08-06,0.559,0.321,False,,
STU02847,SCH073,7,Female,High,Own phone,Good,2025-08-09,0.98,0.075,False,,
STU02848,SCH057,8,Male,Low,Own phone,Good,2025-08-11,0.879,0.109,False,,
STU02849,SCH016,9,Female,Low,Tablet,Moderate,2025-08-17,0.827,0.132,False,,
STU02850,SCH079,6,Female,High,Shared phone,Moderate,2025-08-18,0.731,0.22,False,,
STU02851,SCH004,10,Female,Middle,Shared phone,Moderate,2025-08-07,0.532,0.435,True,39.0,2025-09-09
STU02852,SCH031,8,Male,Low,Shared phone,Good,2025-08-05,0.597,0.376,False,,
STU02853,SCH090,7,Male,Middle,Tablet,Poor,2025-08-03,0.826,0.168,False,,
STU02854,SCH050,7,Female,Middle,Own phone,Moderate,2025-08-04,0.746,0.126,False,,
STU02855,SCH021,7,Female,High,Own phone,Moderate,2025-08-01,0.897,0.078,False,,
STU02856,SCH015,8,Male,Low,Own phone,Poor,2025-08-01,0.433,0.488,True,39.0,2025-09-09
STU02857,SCH073,9,Female,Middle,Laptop/Desktop,Poor,2025-08-09,0.648,0.272,False,,
STU02858,SCH084,9,Female,Low,Shared phone,Good,2025-08-13,0.521,0.414,False,,
STU02859,SCH080,7,Male,Middle,Own phone,Moderate,2025-08-18,0.857,0.093,False,,
STU02860,SCH062,7,Female,High,Tablet,Moderate,2025-08-07,0.901,0.075,False,,
STU02861,SCH065,11,Male,High,Tablet,Moderate,2025-08-07,0.81,0.118,False,,
STU02862,SCH089,6,Female,High,Own phone,Moderate,2025-08-15,0.824,0.101,False,,
STU02863,SCH043,9,Male,Middle,Shared phone,Moderate,2025-08-14,0.715,0.204,True,20.0,2025-08-21
STU02864,SCH024,9,Male,Low,Laptop/Desktop,Moderate,2025-08-15,0.753,0.193,False,,
STU02865,SCH018,9,Female,Low,Own phone,Good,2025-08-04,0.726,0.2,False,,
STU02866,SCH056,11,Male,Low,Laptop/Desktop,Poor,2025-08-01,0.458,0.526,False,,
STU02867,SCH062,10,Male,Middle,Tablet,Moderate,2025-08-12,0.888,0.095,False,,
STU02868,SCH100,12,Male,Low,Laptop/Desktop,Good,2025-08-09,0.815,0.175,False,,
STU02869,SCH064,11,Female,Middle,Shared phone,Poor,2025-08-06,0.447,0.537,True,28.0,2025-08-29
STU02870,SCH085,7,Female,Middle,Own phone,Good,2025-08-21,0.949,0.069,False,,
STU02871,SCH074,7,Male,High,Shared phone,Moderate,2025-08-04,0.498,0.371,True,61.0,2025-10-01
STU02872,SCH083,8,Female,Middle,Shared phone,Poor,2025-08-06,0.71,0.313,False,,
STU02873,SCH053,8,Female,Middle,Shared phone,Poor,2025-08-16,0.592,0.374,False,,
STU02874,SCH067,9,Female,Middle,Own phone,Moderate,2025-08-12,0.756,0.134,True,57.0,2025-09-27
STU02875,SCH028,7,Male,High,Own phone,Good,2025-08-05,0.98,0.064,False,,
STU02876,SCH096,7,Female,Middle,Tablet,Good,2025-08-12,0.98,0.077,False,,
STU02877,SCH088,8,Female,Low,Own phone,Moderate,2025-08-09,0.795,0.156,False,,
STU02878,SCH047,10,Male,Low,Shared phone,Poor,2025-08-06,0.402,0.671,True,37.0,2025-09-07
STU02879,SCH084,10,Female,High,Own phone,Moderate,2025-08-15,0.872,0.101,False,,
STU02880,SCH018,12,Female,Middle,Tablet,Moderate,2025-08-17,0.717,0.18,False,,
STU02881,SCH094,7,Female,Middle,Shared phone,Moderate,2025-08-02,0.558,0.284,False,,
STU02882,SCH044,8,Female,Middle,Tablet,Poor,2025-08-01,0.662,0.236,True,59.0,2025-09-29
STU02883,SCH004,12,Non-binary,Middle,Own phone,Moderate,2025-08-19,0.728,0.192,False,,
STU02884,SCH014,10,Female,Middle,Own phone,Moderate,2025-08-05,0.851,0.116,False,,
STU02885,SCH001,9,Male,High,Tablet,Good,2025-08-02,0.98,0.06,False,,
STU02886,SCH025,9,Female,High,Own phone,Moderate,2025-08-13,0.838,0.1,False,,
STU02887,SCH072,6,Female,Middle,Tablet,Poor,2025-08-07,0.797,0.162,False,,
STU02888,SCH066,11,Female,Low,Laptop/Desktop,Poor,2025-08-20,0.686,0.324,False,,
STU02889,SCH040,10,Male,Low,Shared phone,Good,2025-08-21,0.352,0.624,True,64.0,2025-10-04
STU02890,SCH037,9,Female,Middle,Own phone,Moderate,2025-08-01,0.846,0.096,False,,
STU02891,SCH091,9,Female,High,Laptop/Desktop,Poor,2025-08-05,0.98,0.092,True,67.0,2025-10-07
STU02892,SCH054,8,Male,High,Laptop/Desktop,Good,2025-08-13,0.98,0.062,False,,
STU02893,SCH051,7,Female,Middle,Own phone,Moderate,2025-08-08,0.572,0.183,False,,
STU02894,SCH033,10,Male,Low,Shared phone,Poor,2025-08-01,0.185,0.72,False,,
STU02895,SCH088,9,Female,Middle,Own phone,Moderate,2025-08-10,0.596,0.193,False,,
STU02896,SCH024,6,Female,High,Laptop/Desktop,Good,2025-08-14,0.98,0.073,False,,
STU02897,SCH034,8,Male,Middle,Tablet,Moderate,2025-08-21,0.798,0.112,True,31.0,2025-09-01
STU02898,SCH039,12,Female,Low,Own phone,Moderate,2025-08-09,0.671,0.283,False,,
STU02899,SCH052,8,Female,Middle,Shared phone,Moderate,2025-08-17,0.618,0.293,False,,
STU02900,SCH056,8,Female,Middle,Laptop/Desktop,Poor,2025-08-10,0.764,0.186,True,41.0,2025-09-11
STU02901,SCH044,10,Female,Middle,Own phone,Good,2025-08-15,0.98,0.081,False,,
STU02902,SCH022,11,Male,High,Laptop/Desktop,Good,2025-08-21,0.98,0.081,False,,
STU02903,SCH082,10,Female,High,Own phone,Good,2025-08-18,0.98,0.074,False,,
STU02904,SCH044,11,Male,Low,Own phone,Moderate,2025-08-15,0.859,0.159,False,,
STU02905,SCH084,6,Female,Low,Own phone,Good,2025-08-18,0.964,0.09,False,,
STU02906,SCH043,12,Female,Middle,Own phone,Moderate,2025-08-05,0.881,0.098,True,68.0,2025-10-08
STU02907,SCH088,12,Female,Low,Own phone,Good,2025-08-17,0.646,0.271,True,69.0,2025-10-09
STU02908,SCH062,9,Male,Middle,Shared phone,Poor,2025-08-21,0.369,0.548,False,,
STU02909,SCH042,10,Male,Low,Own phone,Moderate,2025-08-21,0.597,0.27,False,,
STU02910,SCH097,7,Male,Low,Shared phone,Good,2025-08-06,0.911,0.16,True,40.0,2025-09-10
STU02911,SCH008,8,Female,High,Laptop/Desktop,Good,2025-08-09,0.98,0.066,False,,
STU02912,SCH050,7,Female,Low,Shared phone,Moderate,2025-08-15,0.596,0.37,True,63.0,2025-10-03
STU02913,SCH024,6,Male,High,Own phone,Moderate,2025-08-02,0.949,0.08,False,,
STU02914,SCH078,12,Female,Low,Tablet,Poor,2025-08-15,0.315,0.632,True,43.0,2025-09-13
STU02915,SCH025,7,Male,Low,Shared phone,Moderate,2025-08-06,0.641,0.345,False,,
STU02916,SCH077,9,Female,Low,Own phone,Poor,2025-08-18,0.446,0.494,True,46.0,2025-09-16
STU02917,SCH025,8,Female,Low,Laptop/Desktop,Moderate,2025-08-13,0.675,0.214,False,,
STU02918,SCH009,8,Female,Low,Own phone,Moderate,2025-08-09,0.721,0.187,False,,
